Time,forward,right,left_speed,right_speed
2163132004,0,0,0.26326248,0.312544
Time,forward,right,left_speed,right_speed
2314558992,0,0,0.0066656447,0.007658401
Time,forward,right,left_speed,right_speed
2314564604,0,0,0,0
Time,forward,right,left_speed,right_speed
2314570212,0,0,0,0
Time,forward,right,left_speed,right_speed
2314575824,56,56,0,0
Time,forward,right,left_speed,right_speed
2314581432,56,56,0,0
Time,forward,right,left_speed,right_speed
2314587044,56,56,0,0
Time,forward,right,left_speed,right_speed
2314592652,56,56,0,0
Time,forward,right,left_speed,right_speed
2314598264,56,56,0,0
Time,forward,right,left_speed,right_speed
2314603872,56,56,0,0
Time,forward,right,left_speed,right_speed
2314609484,56,56,0,0
Time,forward,right,left_speed,right_speed
2314615092,56,56,0,0
Time,forward,right,left_speed,right_speed
2314620704,56,56,0,0
Time,forward,right,left_speed,right_speed
2314626312,56,56,0,0
Time,forward,right,left_speed,right_speed
2314631924,56,56,0,0
Time,forward,right,left_speed,right_speed
2314637532,56,56,0,0
Time,forward,right,left_speed,right_speed
2314643144,56,56,0,0
Time,forward,right,left_speed,right_speed
2314648752,56,56,0,0
Time,forward,right,left_speed,right_speed
2314654364,56,56,0,0
Time,forward,right,left_speed,right_speed
2314659972,56,56,0,0
Time,forward,right,left_speed,right_speed
2314665584,56,56,0,0
Time,forward,right,left_speed,right_speed
2314671192,56,56,0,0
Time,forward,right,left_speed,right_speed
2314676804,56,56,0,0
Time,forward,right,left_speed,right_speed
2314682412,56,56,0,0
Time,forward,right,left_speed,right_speed
2314688024,56,56,0,0
Time,forward,right,left_speed,right_speed
2314693640,56,56,0,0
Time,forward,right,left_speed,right_speed
2314699244,56,56,0,0
Time,forward,right,left_speed,right_speed
2314704852,56,56,0,0
Time,forward,right,left_speed,right_speed
2314710464,56,56,0,0
Time,forward,right,left_speed,right_speed
2314716072,56,56,0,0
Time,forward,right,left_speed,right_speed
2314721684,56,56,0,0
Time,forward,right,left_speed,right_speed
2314727292,56,56,0,0
Time,forward,right,left_speed,right_speed
2314732904,56,56,0,0
Time,forward,right,left_speed,right_speed
2314738512,56,56,0,0
Time,forward,right,left_speed,right_speed
2314744124,56,56,0,0
Time,forward,right,left_speed,right_speed
2314749732,56,56,0,0
Time,forward,right,left_speed,right_speed
2314755344,56,56,0,0
Time,forward,right,left_speed,right_speed
2314760952,56,56,0,0
Time,forward,right,left_speed,right_speed
2314766564,56,56,0,0
Time,forward,right,left_speed,right_speed
2314772172,56,56,0,0
Time,forward,right,left_speed,right_speed
2314777784,56,56,0,0
Time,forward,right,left_speed,right_speed
2314783392,56,56,0,0
Time,forward,right,left_speed,right_speed
2314789004,56,56,0,0
Time,forward,right,left_speed,right_speed
2314794612,56,56,0,0
Time,forward,right,left_speed,right_speed
2314800224,56,56,0,0
Time,forward,right,left_speed,right_speed
2314805832,56,56,0,0
Time,forward,right,left_speed,right_speed
2314811444,56,56,0,0
Time,forward,right,left_speed,right_speed
2314817052,56,56,0,0
Time,forward,right,left_speed,right_speed
2314822668,56,56,0,0
Time,forward,right,left_speed,right_speed
2314828272,56,56,0,0
Time,forward,right,left_speed,right_speed
2314833884,56,56,0,0
Time,forward,right,left_speed,right_speed
2314839492,56,56,0,0
Time,forward,right,left_speed,right_speed
2314845104,56,56,0,0
Time,forward,right,left_speed,right_speed
2314850712,56,56,0,0
Time,forward,right,left_speed,right_speed
2314856324,56,56,0,0
Time,forward,right,left_speed,right_speed
2314861932,56,56,0,0
Time,forward,right,left_speed,right_speed
2314867544,56,56,0,0
Time,forward,right,left_speed,right_speed
2314873152,56,56,0,0
Time,forward,right,left_speed,right_speed
2314878764,56,56,0,0
Time,forward,right,left_speed,right_speed
2314884372,56,56,0,0
Time,forward,right,left_speed,right_speed
2314889984,56,56,0,0
Time,forward,right,left_speed,right_speed
2314895592,56,56,0,0
Time,forward,right,left_speed,right_speed
2314901204,56,56,0,0
