Time,forward,right,left_speed,right_speed
1204109984,56,56,0,0
1204115592,56,56,0,0
1204121204,56,56,0,0
1204126812,56,56,0,0
1204132424,56,56,0,0
1204138032,56,56,0,0
1204143644,56,56,0,0
1204149260,56,56,0,0
1204154864,56,56,0,0
1204160472,56,56,0,0
1204166084,56,56,0,0
1204171692,56,56,0,0
1204177304,56,56,0,0
1204182912,56,56,0,0
1204188524,56,56,0,0
1204194132,56,56,0,0
1204199744,56,56,0,0
1204205352,56,56,0,0
1204210964,56,56,0,0
1204216572,56,56,0,0
1204222184,56,56,0,0
1204227792,56,56,0,0
1204233404,56,56,0,0
1204239012,56,56,0,0
1204244624,56,56,0,0
1204250232,56,56,0,0
1204255844,56,56,0,0
1204261452,56,56,0,0
1204267064,56,56,0,0
1204272672,56,56,0,0
1204278288,56,56,0,0
1204283892,56,56,0,0
1204289504,56,56,0,0
1204295112,56,56,0,0
1204300724,56,56,0,0
1204306332,56,56,0,0
1204311944,56,56,0,0
1204317552,56,56,0,0
1204323164,174,174,0,0
1204328772,174,174,0,0
1204334384,174,174,0,0
1204339992,174,174,0,0
1204345604,174,174,0,0
1204351212,174,174,0,0
1204356824,174,174,0,0
1204362432,174,174,0,0
1204368044,174,174,0,0
1204373652,174,174,0,0
1204379264,174,174,0,0
1204384872,174,174,0,0
1204390484,174,174,0,0
1204396092,174,174,0,0
1204401704,174,174,0,0
1204407316,174,174,0,0
1204412924,174,174,0,0
1204418532,174,174,0,0
1204424144,174,174,0,0
1204429752,174,174,0,0
1204435364,174,174,0,0
1204440972,174,174,0,0
1204446584,174,174,0,0
1204452192,174,174,0,0
1204457804,174,174,0,0
1204463412,174,174,0,0
1204469024,174,174,0,0
1204474632,174,174,0,0
1204480244,174,174,0,0
1204485852,174,174,0,0
1204491464,174,174,0,0
1204497072,174,174,0,0
1204502684,174,174,0,0
1204508292,174,174,0,0
1204513904,174,174,0,0
1204519512,174,174,0,0
1204525124,174,174,0,0
1204530732,174,174,0,0
1204536344,174,174,0,0
1204541952,174,174,0,0
1204547564,174,174,0,0
1204553172,174,174,0,0
1204558784,174,174,0,0
1204564392,174,174,0,0
1204570004,174,174,0,0
1204575612,174,174,0,0
1204581224,174,174,0,0
1204586832,174,174,0,0
1204592444,174,174,0,0
1204598052,174,174,0,0
1204603664,174,174,0,0
1204609272,174,174,0,0
1204614884,174,174,0,0
1204620492,174,174,0,0
1204626104,174,174,0,0
1204631712,174,174,0,0
1204637324,174,174,0,0
1204642932,174,174,0,0
1204648544,174,174,0,0
1204654152,174,174,0,0
1204659764,174,174,0,0
1204665372,174,174,0,0
1204670984,174,174,0,0
1204676592,174,174,0,0
1204682204,174,174,0,0
1204687812,174,174,0,0
1204693424,174,174,0,0
1204699032,174,174,0,0
1204704644,174,174,0,0
1204710252,174,174,0,0
1204715864,174,174,0,0
1204721472,174,174,0,0
1204727084,174,174,0,0
1204732692,174,174,0,0
1204738304,174,174,0,0
1204743912,174,174,0,0
1204749524,174,174,0,0
1204755132,174,174,0,0
1204760744,174,174,0,0
1204766352,174,174,0,0
1204771964,174,174,0,0
1204777572,174,174,0,0
1204783184,174,174,0,0
1204788792,174,174,0,0
1204794404,174,174,0,0
1204800012,174,174,0,0
1204805624,174,174,0,0
1204811232,174,174,0,0
1204816844,174,174,0,0
1204822452,174,174,0,0
1204828064,174,174,0,0
1204833672,174,174,0,0
1204839284,174,174,0,0
1204844892,174,174,0,0
1204850504,174,174,0,0
1204856112,174,174,0,0
1204861724,174,174,0,0
1204867332,174,174,0,0
1204872944,174,174,0,0
1204878552,174,174,0,0
1204884164,174,174,0,0
1204889772,174,174,0,0
1204895384,174,174,0,0
1204900992,174,174,0,0
1204906604,174,174,0,0
1204912212,174,174,0,0
1204917824,174,174,0,0
1204923432,174,174,0,0
1204929044,174,174,0,0
1204934652,174,174,0,0
1204940264,174,174,0,0
1204945872,174,174,0,0
1204951484,174,174,0,0
1204957092,174,174,0,0
1204962704,174,174,0,0
1204968312,174,174,0,0
1204973924,174,174,0,0
1204979532,174,174,0,0
1204985144,174,174,0,0
1204990752,174,174,0,0
1204996364,174,174,0,0
1205001972,174,174,0,0
1205007584,174,174,0,0
1205013192,174,174,0,0
1205018804,174,174,0,0
1205024412,174,174,0,0
1205030024,174,174,0,0
1205035632,174,174,0,0
1205041244,174,174,0,0
1205046852,174,174,0,0
1205052464,174,174,0,0
1205058072,174,174,0,0
1205063688,174,174,0,0
1205069292,174,174,0,0
1205074904,174,174,0,0
1205080512,174,174,0,0
1205086124,174,174,0,0
1205091732,174,174,0,0
1205097344,174,174,0,0
1205102952,174,174,0,0
1205108564,174,174,0,0
1205114172,174,174,0,0
1205119784,174,174,0,0
1205125392,174,174,0,0
1205131004,174,174,0,0
1205136612,174,174,0,0
1205142224,174,174,0,0
1205147832,174,174,0,0
1205153444,174,174,0,0
1205159052,174,174,0,0
1205164664,174,174,0,0
1205170272,174,174,0,0
1205175884,174,174,0,0
1205181492,174,174,0,0
1205187104,174,174,0,0
1205192720,174,174,0,0
1205198324,174,174,0,0
1205203932,174,174,0,0
1205209544,174,174,0,0
1205215152,174,174,0,0
1205220764,174,174,0,0
1205226372,174,174,0,0
1205231984,174,174,0,0
1205237592,174,174,0,0
1205243204,174,174,0,0
1205248812,174,174,0,0
1205254424,174,174,0,0
1205260032,174,174,0,0
1205265644,174,174,0,0
1205271252,174,174,0,0
1205276864,174,174,0,0
1205282472,174,174,0,0
1205288084,174,174,0,0
1205293692,174,174,0,0
1205299304,174,174,0,0
1205304912,174,174,0,0
1205310524,174,174,0,0
1205316132,174,174,0,0
1205321748,174,174,0,0
1205327352,174,174,0,0
1205332964,174,174,0,0
1205338572,174,174,0,0
1205344184,174,174,0,0
1205349792,174,174,0,0
1205355404,174,174,0,0
1205361012,174,174,0,0
1205366624,174,174,0,0
1205372232,174,174,0,0
1205377844,174,174,0,0
1205383452,174,174,0,0
1205389064,174,174,0,0
1205394672,174,174,0,0
1205400284,174,174,0,0
1205405892,174,174,0,0
1205411504,174,174,0,0
1205417112,174,174,0,0
1205422724,174,174,0,0
1205428332,174,174,0,0
1205433944,174,174,0,0
1205439552,174,174,0,0
1205445164,174,174,0,0
1205450772,174,174,0,0
1205456384,174,174,0,0
1205461992,174,174,0,0
1205467604,174,174,0,0
1205473212,174,174,0,0
1205478824,174,174,0,0
1205484432,174,174,0,0
1205490044,174,174,0,0
1205495652,174,174,0,0
1205501264,174,174,0,0
1205506872,174,174,0,0
1205512484,174,174,0,0
1205518092,174,174,0,0
1205523704,174,174,0,0
1205529312,174,174,0,0
1205534924,174,174,0,0
1205540532,174,174,0,0
1205546144,174,174,0,0
1205551752,174,174,0,0
1205557364,174,174,0,0
1205562972,174,174,0,0
1205568584,174,174,0,0
1205574192,174,174,0,0
1205579804,174,174,0,0
1205585412,174,174,0,0
1205591024,174,174,0,0
1205596632,174,174,0,0
1205602244,174,174,0,0
1205607852,174,174,0,0
1205613464,174,174,0,0
1205619072,174,174,0,0
1205624684,174,174,0,0
1205630292,174,174,0,0
1205635904,174,174,0,0
1205641512,174,174,0,0
1205647124,174,174,0,0
1205652732,174,174,0,0
1205658344,174,174,0,0
1205663952,174,174,0,0
1205669564,174,174,0,0
1205675172,174,174,0,0
1205680784,174,174,0,0
1205686392,174,174,0,0
1205692004,174,174,0,0
1205697612,174,174,0,0
1205703224,174,174,0,0
1205708832,174,174,0,0
1205714444,174,174,0,0
1205720052,174,174,0,0
1205725664,174,174,0,0
1205731272,174,174,0,0
1205736884,174,174,0,0
1205742492,174,174,0,0
1205748104,174,174,0,0
1205753712,174,174,0,0
1205759324,174,174,0,0
1205764932,174,174,0,0
1205770544,174,174,0,0
1205776152,174,174,0,0
1205781764,174,174,0,0
1205787372,174,174,0,0
1205792984,174,174,0,0
1205798592,174,174,0,0
1205804204,174,174,0,0
1205809812,174,174,0,0
1205815424,174,174,0,0
1205821032,174,174,0,0
1205826644,174,174,0,0
1205832252,174,174,0,0
1205837864,174,174,0,0
1205843472,174,174,0,0
1205849084,174,174,0,0
1205854692,174,174,0,0
1205860304,174,174,0,0
1205865912,174,174,0,0
1205871524,174,174,0,0
1205877132,174,174,0,0
1205882744,174,174,0,0
1205888352,174,174,0,0
1205893964,174,174,0,0
1205899572,174,174,0,0
1205905184,174,174,0,0
1205910792,174,174,0,0
1205916404,174,174,0,0
1205922012,174,174,0,0
1205927624,174,174,0,0
1205933232,174,174,0,0
1205938844,174,174,0,0
1205944452,174,174,0,0
1205950064,174,174,0,0
1205955672,174,174,0,0
1205961284,174,174,0,0
1205966892,174,174,0,0
1205972504,174,174,0,0
1205978120,174,174,0,0
1205983724,174,174,0,0
1205989332,174,174,0,0
1205994944,174,174,0,0
1206000552,174,174,0,0
1206006164,174,174,0,0
1206011772,174,174,0,0
1206017384,174,174,0,0
1206022992,174,174,0,0
1206028604,174,174,0,0
1206034212,174,174,0,0
1206039824,174,174,0,0
1206045432,174,174,0,0
1206051044,174,174,0,0
1206056652,174,174,0,0
1206062264,174,174,0,0
1206067872,174,174,0,0
1206073484,174,174,0,0
1206079092,174,174,0,0
1206084704,174,174,0,0
1206090312,174,174,0,0
1206095924,174,174,0,0
1206101532,174,174,0,0
1206107148,174,174,0,0
1206112752,174,174,0,0
1206118364,174,174,0,0
1206123972,174,174,0,0
1206129584,174,174,0,0
1206135192,174,174,0,0
1206140804,174,174,0,0
1206146412,174,174,0,0
1206152024,174,174,0,0
1206157632,174,174,0,0
1206163244,174,174,0,0
1206168852,174,174,0,0
1206174464,174,174,0,0
1206180072,174,174,0,0
1206185684,174,174,0,0
1206191292,174,174,0,0
1206196904,174,174,0,0
1206202512,174,174,0,0
1206208124,174,174,0,0
1206213732,174,174,0,0
1206219344,174,174,0,0
1206224952,174,174,0,0
1206230564,174,174,0,0
1206236180,174,174,0,0
1206241784,174,174,0,0
1206247392,174,174,0,0
1206253004,174,174,0,0
1206258612,174,174,0,0
1206264224,174,174,0,0
1206269832,174,174,0,0
1206275444,174,174,0,0
1206281052,174,174,0,0
1206286664,174,174,0,0
1206292272,174,174,0,0
1206297884,174,174,0,0
1206303492,174,174,0,0
1206309104,174,174,0,0
1206314712,174,174,0,0
1206320324,174,174,0,0
1206325932,174,174,0,0
1206331544,174,174,0,0
1206337152,174,174,0,0
1206342764,174,174,0,0
1206348372,174,174,0,0
1206353984,174,174,0,0
1206359592,174,174,0,0
1206365204,174,174,0,0
1206370812,174,174,0,0
1206376424,174,174,0,0
1206382032,174,174,0,0
1206387644,174,174,0,0
1206393252,174,174,0,0
1206398864,174,174,0,0
1206404472,174,174,0,0
1206410084,174,174,0,0
1206415692,174,174,0,0
1206421304,174,174,0,0
1206426912,174,174,0,0
1206432524,174,174,0,0
1206438132,174,174,0,0
1206443744,174,174,0,0
1206449352,174,174,0,0
1206454964,174,174,0,0
1206460572,174,174,0,0
1206466184,174,174,0,0
1206471792,174,174,0,0
1206477404,174,174,0,0
1206483012,174,174,0,0
1206488624,174,174,0,0
1206494232,174,174,0,0
1206499844,174,174,0,0
1206505452,174,174,0,0
1206511064,174,174,0,0
1206516672,174,174,0,0
1206522284,174,174,0,0
1206527892,174,174,0,0
1206533504,174,174,0,0
1206539112,174,174,0,0
1206544724,174,174,0,0
1206550332,174,174,0,0
1206555944,174,174,0,0
1206561552,174,174,0,0
1206567164,174,174,0,0
1206572772,174,174,0,0
1206578384,174,174,0,0
1206583992,174,174,0,0
1206589604,174,174,0,0
1206595212,174,174,0,0
1206600824,174,174,0,0
1206606432,174,174,0,0
1206612044,174,174,0,0
1206617652,174,174,0,0
1206623264,174,174,0,0
1206628872,174,174,0,0
1206634484,174,174,0,0
1206640092,174,174,0,0
1206645704,174,174,0,0
1206651312,174,174,0,0
1206656924,174,174,0,0
1206662532,174,174,0,0
1206668144,174,174,0,0
1206673752,174,174,0,0
1206679364,174,174,0,0
1206684972,174,174,0,0
1206690584,174,174,0,0
1206696192,174,174,0,0
1206701804,174,174,0,0
1206707412,174,174,0,0
1206713024,174,174,0,0
1206718632,174,174,0,0
1206724244,174,174,0,0
1206729852,174,174,0,0
1206735464,174,174,0,0
1206741072,174,174,0,0
1206746684,174,174,0,0
1206752292,174,174,0,0
1206757904,174,174,0,0
1206763512,174,174,0,0
1206769124,174,174,0,0
1206774732,174,174,0,0
1206780344,174,174,0,0
1206785952,174,174,0,0
1206791564,174,174,0,0
1206797172,174,174,0,0
1206802784,174,174,0,0
1206808392,174,174,0,0
1206814004,174,174,0,0
1206819612,174,174,0,0
1206825224,174,174,0,0
1206830832,174,174,0,0
1206836444,174,174,0,0
1206842052,174,174,0,0
1206847664,174,174,0,0
1206853272,174,174,0,0
1206858884,174,174,0,0
1206864492,174,174,0,0
1206870104,174,174,0,0
1206875712,174,174,0,0
1206881324,174,174,0,0
1206886932,174,174,0,0
1206892548,174,174,0,0
1206898152,174,174,0,0
1206903764,174,174,0,0
1206909372,174,174,0,0
1206914984,174,174,0,0
1206920592,174,174,0,0
1206926204,174,174,0,0
1206931812,174,174,0,0
1206937424,174,174,0,0
1206943032,174,174,0,0
1206948644,174,174,0,0
1206954252,174,174,0,0
1206959864,174,174,0,0
1206965472,174,174,0,0
1206971084,174,174,0,0
1206976692,174,174,0,0
1206982304,174,174,0,0
1206987912,174,174,0,0
1206993524,174,174,0,0
1206999132,174,174,0,0
1207004744,174,174,0,0
1207010352,174,174,0,0
1207015964,174,174,0,0
1207021580,174,174,0,0
1207027184,174,174,0,0
1207032792,174,174,0,0
1207038404,174,174,0,0
1207044012,174,174,0,0
1207049624,174,174,0,0
1207055232,174,174,0,0
1207060844,174,174,0,0
1207066452,174,174,0,0
1207072064,174,174,0,0
1207077672,174,174,0,0
1207083284,174,174,0,0
1207088892,174,174,0,0
1207094504,174,174,0,0
1207100112,174,174,0,0
1207105724,174,174,0,0
1207111332,174,174,0,0
1207116944,174,174,0,0
1207122552,174,174,0,0
1207128164,174,174,0,0
1207133772,174,174,0,0
1207139384,174,174,0,0
1207144992,174,174,0,0
1207150608,174,174,0,0
1207156212,174,174,0,0
1207161824,174,174,0,0
1207167432,174,174,0,0
1207173044,174,174,0,0
1207178652,174,174,0,0
1207184264,174,174,0,0
1207189872,174,174,0,0
1207195484,174,174,0,0
1207201092,174,174,0,0
1207206704,174,174,0,0
1207212312,174,174,0,0
1207217924,174,174,0,0
1207223532,174,174,0,0
1207229144,174,174,0,0
1207234752,174,174,0,0
1207240364,174,174,0,0
1207245972,174,174,0,0
1207251584,174,174,0,0
1207257192,174,174,0,0
1207262804,174,174,0,0
1207268412,174,174,0,0
1207274024,174,174,0,0
1207279636,174,174,0,0
1207285244,174,174,0,0
1207290852,174,174,0,0
1207296464,174,174,0,0
1207302072,174,174,0,0
1207307684,174,174,0,0
1207313292,174,174,0,0
1207318904,174,174,0,0
1207324512,174,174,0,0
1207330124,174,174,0,0
1207335732,174,174,0,0
1207341344,174,174,0,0
1207346952,174,174,0,0
1207352564,174,174,0,0
1207358172,174,174,0,0
1207363784,174,174,0,0
1207369392,174,174,0,0
1207375004,174,174,0,0
1207380612,174,174,0,0
1207386224,174,174,0,0
1207391832,174,174,0,0
1207397444,174,174,0,0
1207403052,174,174,0,0
1207408664,174,174,0,0
1207414272,174,174,0,0
1207419884,174,174,0,0
1207425492,174,174,0,0
1207431104,174,174,0,0
1207436712,174,174,0,0
1207442324,174,174,0,0
1207447932,174,174,0,0
1207453544,174,174,0,0
1207459152,174,174,0,0
1207464764,174,174,0,0
1207470372,174,174,0,0
1207475984,174,174,0,0
1207481592,174,174,0,0
1207487204,174,174,0,0
1207492812,174,174,0,0
1207498424,174,174,0,0
1207504032,174,174,0,0
1207509644,174,174,0,0
1207515252,174,174,0,0
1207520864,174,174,0,0
1207526472,174,174,0,0
1207532084,174,174,0,0
1207537692,174,174,0,0
1207543304,174,174,0,0
1207548912,174,174,0,0
1207554524,174,174,0,0
1207560132,174,174,0,0
1207565744,174,174,0,0
1207571352,174,174,0,0
1207576964,174,174,0,0
1207582572,174,174,0,0
1207588184,174,174,0,0
1207593792,174,174,0,0
1207599404,174,174,0,0
1207605012,174,174,0,0
1207610624,174,174,0,0
1207616232,174,174,0,0
1207621844,174,174,0,0
1207627452,174,174,0,0
1207633064,174,174,0,0
1207638672,174,174,0,0
1207644284,174,174,0,0
1207649892,174,174,0,0
1207655504,174,174,0,0
1207661112,174,174,0,0
1207666724,174,174,0,0
1207672332,174,174,0,0
1207677944,174,174,0,0
1207683552,174,174,0,0
1207689164,174,174,0,0
1207694772,174,174,0,0
1207700384,174,174,0,0
1207705992,174,174,0,0
1207711604,174,174,0,0
1207717212,174,174,0,0
1207722824,174,174,0,0
1207728432,174,174,0,0
1207734044,174,174,0,0
1207739652,174,174,0,0
1207745264,174,174,0,0
1207750872,174,174,0,0
1207756484,174,174,0,0
1207762092,174,174,0,0
1207767704,174,174,0,0
1207773312,174,174,0,0
1207778924,174,174,0,0
1207784532,174,174,0,0
1207790144,174,174,0,0
1207795752,174,174,0,0
1207801364,174,174,0,0
1207806972,174,174,0,0
1207812584,174,174,0,0
1207818192,174,174,0,0
1207823804,174,174,0,0
1207829412,174,174,0,0
1207835024,174,174,0,0
1207840632,174,174,0,0
1207846244,174,174,0,0
1207851852,174,174,0,0
1207857464,174,174,0,0
1207863072,174,174,0,0
1207868684,174,174,0,0
1207874292,174,174,0,0
1207879904,174,174,0,0
1207885512,174,174,0,0
1207891124,174,174,0,0
1207896732,174,174,0,0
1207902344,174,174,0,0
1207907952,174,174,0,0
1207913564,174,174,0,0
1207919172,174,174,0,0
1207924784,174,174,0,0
1207930392,174,174,0,0
1207936008,174,174,0,0
1207941612,174,174,0,0
1207947224,174,174,0,0
1207952832,174,174,0,0
1207958444,174,174,0,0
1207964052,174,174,0,0
1207969664,174,174,0,0
1207975272,174,174,0,0
1207980884,174,174,0,0
1207986492,174,174,0,0
1207992104,174,174,0,0
1207997712,174,174,0,0
1208003324,174,174,0,0
1208008932,174,174,0,0
1208014544,174,174,0,0
1208020152,174,174,0,0
1208025764,174,174,0,0
1208031372,174,174,0,0
1208036984,174,174,0,0
1208042592,174,174,0,0
1208048204,174,174,0,0
1208053812,174,174,0,0
1208059424,174,174,0,0
1208065040,174,174,0,0
1208070644,174,174,0,0
1208076252,174,174,0,0
1208081864,174,174,0,0
1208087472,174,174,0,0
1208093084,174,174,0,0
1208098692,174,174,0,0
1208104304,174,174,0,0
1208109912,174,174,0,0
1208115524,174,174,0,0
1208121132,174,174,0,0
1208126744,174,174,0,0
1208132352,174,174,0,0
1208137964,174,174,0,0
1208143572,174,174,0,0
1208149184,174,174,0,0
1208154792,174,174,0,0
1208160404,174,174,0,0
1208166012,174,174,0,0
1208171624,174,174,0,0
1208177232,174,174,0,0
1208182844,174,174,0,0
1208188452,174,174,0,0
1208194068,174,174,0,0
1208199672,174,174,0,0
1208205284,174,174,0,0
1208210892,174,174,0,0
1208216504,174,174,0,0
1208222112,174,174,0,0
1208227724,174,174,0,0
1208233332,174,174,0,0
1208238944,174,174,0,0
1208244552,174,174,0,0
1208250164,174,174,0,0
1208255772,174,174,0,0
1208261384,174,174,0,0
1208266992,174,174,0,0
1208272604,174,174,0,0
1208278212,174,174,0,0
1208283824,174,174,0,0
1208289432,174,174,0,0
1208295044,174,174,0,0
1208300652,174,174,0,0
1208306264,174,174,0,0
1208311872,174,174,0,0
1208317484,174,174,0,0
1208323092,174,174,0,0
1208328704,174,174,0,0
1208334312,174,174,0,0
1208339924,174,174,0,0
1208345532,174,174,0,0
1208351144,174,174,0,0
1208356752,174,174,0,0
1208362364,174,174,0,0
1208367972,174,174,0,0
1208373584,174,174,0,0
1208379192,174,174,0,0
1208384804,174,174,0,0
1208390412,174,174,0,0
1208396024,174,174,0,0
1208401632,174,174,0,0
1208407244,174,174,0,0
1208412852,174,174,0,0
1208418464,174,174,0,0
1208424072,174,174,0,0
1208429684,174,174,0,0
1208435292,174,174,0,0
1208440904,174,174,0,0
1208446512,174,174,0,0
1208452124,174,174,0,0
1208457732,174,174,0,0
1208463344,174,174,0,0
1208468952,174,174,0,0
1208474564,174,174,0,0
1208480172,174,174,0,0
1208485784,174,174,0,0
1208491392,174,174,0,0
1208497004,174,174,0,0
1208502612,174,174,0,0
1208508224,174,174,0,0
1208513832,174,174,0,0
1208519444,174,174,0,0
1208525052,174,174,0,0
1208530664,174,174,0,0
1208536272,174,174,0,0
1208541884,174,174,0,0
1208547492,174,174,0,0
1208553104,174,174,0,0
1208558712,174,174,0,0
1208564324,174,174,0,0
1208569932,174,174,0,0
1208575544,174,174,0,0
1208581152,174,174,0,0
1208586764,174,174,0,0
1208592372,174,174,0,0
1208597984,174,174,0,0
1208603592,174,174,0,0
1208609204,174,174,0,0
1208614812,174,174,0,0
1208620424,174,174,0,0
1208626032,174,174,0,0
1208631644,174,174,0,0
1208637252,174,174,0,0
1208642864,174,174,0,0
1208648472,174,174,0,0
1208654084,174,174,0,0
1208659692,174,174,0,0
1208665304,174,174,0,0
1208670912,174,174,0,0
1208676524,174,174,0,0
1208682132,174,174,0,0
1208687744,174,174,0,0
1208693352,174,174,0,0
1208698964,174,174,0,0
1208704572,174,174,0,0
1208710184,174,174,0,0
1208715792,174,174,0,0
1208721404,174,174,0,0
1208727012,174,174,0,0
1208732624,174,174,0,0
1208738232,174,174,0,0
1208743844,174,174,0,0
1208749452,174,174,0,0
1208755064,174,174,0,0
1208760672,174,174,0,0
1208766284,174,174,0,0
1208771892,174,174,0,0
1208777504,174,174,0,0
1208783112,174,174,0,0
1208788724,174,174,0,0
1208794332,174,174,0,0
1208799944,174,174,0,0
1208805552,174,174,0,0
