Time,forward,right,left_speed,right_speed
410706552,0,0,10.265547,-2.6392467
Time,forward,right,left_speed,right_speed
410700940,0,0,-0.0000057145267,0.000010000422
Time,forward,right,left_speed,right_speed
410706552,0,0,4.373427,-7.653497
Time,forward,right,left_speed,right_speed
410712160,0,0,4.376547,-7.6589565
Time,forward,right,left_speed,right_speed
410717772,56,56,4.373427,-7.653497
Time,forward,right,left_speed,right_speed
410723380,56,56,3.8294783,-7.6589565
Time,forward,right,left_speed,right_speed
410729004,56,56,3.8185835,-7.637167
Time,forward,right,left_speed,right_speed
410734608,56,56,3.8322115,-7.664423
Time,forward,right,left_speed,right_speed
410740212,56,56,4.37967,-7.1169643
Time,forward,right,left_speed,right_speed
410745820,56,56,4.9236145,-7.6589565
Time,forward,right,left_speed,right_speed
410751432,56,56,4.9201055,-7.1068187
Time,forward,right,left_speed,right_speed
410757040,56,56,6.017751,-7.6589565
Time,forward,right,left_speed,right_speed
410762652,56,56,4.9201055,-7.653497
Time,forward,right,left_speed,right_speed
410768260,56,56,4.376547,-7.111888
Time,forward,right,left_speed,right_speed
410773872,56,56,4.9201055,-7.653497
Time,forward,right,left_speed,right_speed
410779480,56,56,4.9236145,-7.111888
Time,forward,right,left_speed,right_speed
410785092,56,56,4.373427,-7.653497
Time,forward,right,left_speed,right_speed
410790700,56,56,4.9236145,-7.6589565
Time,forward,right,left_speed,right_speed
410796312,56,56,4.373427,-7.1068187
Time,forward,right,left_speed,right_speed
410801920,56,56,3.8294783,-7.6589565
Time,forward,right,left_speed,right_speed
410807532,56,56,4.9201055,-7.653497
Time,forward,right,left_speed,right_speed
410813140,56,56,3.8294783,-7.6589565
Time,forward,right,left_speed,right_speed
410818752,56,56,4.373427,-8.200176
Time,forward,right,left_speed,right_speed
410824360,56,56,3.28241,-7.111888
Time,forward,right,left_speed,right_speed
410829972,56,56,4.9201055,-8.200176
Time,forward,right,left_speed,right_speed
410835580,56,56,4.376547,-7.111888
Time,forward,right,left_speed,right_speed
410841192,56,56,3.8267486,-6.5601406
Time,forward,right,left_speed,right_speed
410846800,56,56,4.376547,-7.6589565
Time,forward,right,left_speed,right_speed
410852412,56,56,4.373427,-7.653497
Time,forward,right,left_speed,right_speed
410858020,56,56,4.376547,-7.6589565
Time,forward,right,left_speed,right_speed
410863636,56,56,3.8240232,-7.101757
Time,forward,right,left_speed,right_speed
410869240,56,56,4.37967,-7.664423
Time,forward,right,left_speed,right_speed
410874852,56,56,3.8267486,-7.653497
Time,forward,right,left_speed,right_speed
410880460,56,56,3.8294783,-7.111888
Time,forward,right,left_speed,right_speed
410886072,56,56,4.373427,-7.653497
Time,forward,right,left_speed,right_speed
410891680,56,56,3.8294783,-7.6589565
Time,forward,right,left_speed,right_speed
410897292,56,56,3.8267486,-7.1068187
Time,forward,right,left_speed,right_speed
410902900,56,56,4.376547,-7.6589565
Time,forward,right,left_speed,right_speed
410908512,56,56,3.8267486,-7.1068187
Time,forward,right,left_speed,right_speed
410914120,56,56,4.376547,-7.111888
Time,forward,right,left_speed,right_speed
410919732,56,56,4.373427,-7.653497
Time,forward,right,left_speed,right_speed
410925340,56,56,4.9236145,-7.6589565
Time,forward,right,left_speed,right_speed
410930952,56,56,4.9201055,-8.200176
Time,forward,right,left_speed,right_speed
410936560,56,56,4.376547,-7.111888
Time,forward,right,left_speed,right_speed
410942184,56,56,4.9096074,-7.091655
Time,forward,right,left_speed,right_speed
410947780,56,56,3.83769,-7.1271386
Time,forward,right,left_speed,right_speed
410953392,56,56,4.9201055,-7.653497
Time,forward,right,left_speed,right_speed
410959000,56,56,4.376547,-7.6589565
Time,forward,right,left_speed,right_speed
410964612,56,56,4.373427,-6.5601406
Time,forward,right,left_speed,right_speed
410970220,56,56,4.376547,-7.111888
Time,forward,right,left_speed,right_speed
410975832,56,56,4.373427,-7.1068187
Time,forward,right,left_speed,right_speed
410981440,174,174,4.9236145,-7.111888
Time,forward,right,left_speed,right_speed
410987052,174,174,3.8267486,-7.653497
Time,forward,right,left_speed,right_speed
410992660,174,174,4.376547,-7.111888
Time,forward,right,left_speed,right_speed
410998272,174,174,4.373427,-7.653497
Time,forward,right,left_speed,right_speed
411003880,174,174,3.28241,-7.111888
Time,forward,right,left_speed,right_speed
411009492,174,174,3.8267486,-7.653497
Time,forward,right,left_speed,right_speed
411015100,174,174,4.376547,-7.6589565
Time,forward,right,left_speed,right_speed
411020712,174,174,4.373427,-7.1068187
Time,forward,right,left_speed,right_speed
411026332,174,174,4.367202,-7.642603
Time,forward,right,left_speed,right_speed
411031932,174,174,4.3827987,-7.122048
Time,forward,right,left_speed,right_speed
411037540,174,174,4.376547,-7.6589565
Time,forward,right,left_speed,right_speed
411043152,174,174,3.2800703,-7.1068187
Time,forward,right,left_speed,right_speed
411048760,174,174,4.376547,-7.111888
Time,forward,right,left_speed,right_speed
411054372,174,174,3.8267486,-7.653497
Time,forward,right,left_speed,right_speed
411059980,174,174,3.8294783,-7.111888
Time,forward,right,left_speed,right_speed
